GAB	kxp3
GHARRIES	kaa0 rii2
GHARRY	kaa0 rii2
GHAST	kaas3
GHASTED	kaas3 tet1
GHASTER	kaas3 tqq2
GHASTLIER	kaas3 thql0 li3 qq2
GHASTLIEST	kaas3 thql0 li3 ees1
GHASTLINESS	kaas3 thql0 li3 nees1
GHASTLY	kaas3 thql2 lii2
GHAT	k@t1
GHATS	k@t1
GHEE	cii0
GHEES	cii2
GHENT	cen2
GHERKIN	cqq0 kin2
GHERKINS	cqq0 kin2
GHETTI	ket3 tii2
GHETTO	ket3 too2
GHETTOED	ket3 too2
GHETTOES	ket3 toos2
GHETTOING	ket3 too0 ing2
GHETTOS	ket3 toos2
GHOST	koos3
GHOSTBUSTER	koos3 bas3 tqq2
GHOSTBUSTERS	koos3 bas3 tqq2
GHOSTBUSTING	koos3 bas3 ting2
GHOSTED	koos3 tet1
GHOSTER	koos3 tqq2
GHOSTESS	koos3 thees1
GHOSTHOOD	koos3 huut3
GHOSTHOUSE	koos3 haw3
GHOSTIEST	koos3 thi3 ees1
GHOSTIFIED	koos3 thi3 faaj0
GHOSTILY	koos3 thil0 lii2
GHOSTING	koos3 ting2
GHOSTISM	koos3 this3 svm2
GHOSTLAND	koos3 lxxn0
GHOSTLESS	koos3 lees1
GHOSTLET	koos3 let1
GHOSTLEY	koos3 lee2
GHOSTLIER	koos3 li3 qq2
GHOSTLIEST	koos3 li3 ees1
GHOSTLIGHT	koos3 laj3
GHOSTLIKE	koos3 laj3
GHOSTLINESS	koos3 li3 nees1
GHOSTLINESSES	koos3 lin0 nees3 ses1
GHOSTLY	koos3 lii2
GHOSTRIDER	koos3 raaj0 dqq2
GHOSTS	koos3
GHOSTWRITE	koos3 raj3
GHOSTWRITER	koos3 raj3 tqq2
GHOSTWRITERS	koos3 raj3 tqq2
GHOSTWRITES	koos3 raj3
GHOSTWRITING	koos3 raj3 ting2
GHOSTWRITTEN	koos3 rit3 then2
GHOSTWROTE	koos3 root3
GHOUL	kuul0
GHOULASH	kuul0 lxxch3
GHOULISH	kuul0 lich3
GHOULISHLY	kuul0 lich3 lii2
GHOULISHNESS	kuul0 lich3 nees1
GHOULS	kuul0
GIANT	caj0 xn2
GIANTESQUE	caj0 xn2 thees3
GIANTESS	caj0 xn2 thees3
GIANTESSES	caj0 xn2 thees3 ses1
GIANTEX	caj0 xn2 thek1
GIANTISES	caj0 xn2 tis3 ses1
GIANTISH	caj0 xn2 thich3
GIANTISM	caj0 xn2 this3 svm2
GIANTISMS	caj0 xn2 this3 svm2
GIANTISTS	caj0 xn2 this3
GIANTIZE	caj0 xn2 taj3
GIANTIZES	caj0 xn2 taj0 ses1
GIANTLIKE	caj0 xn2 laj3
GIANTLY	caj0 xn2 lii2
GIANTS	caj0 xn2
GIBBER	kip3 bqq2
GIBBERD	kip3 bqq2
GIBBERED	kip3 bqq2
GIBBERING	kip3 bqq0 ring2
GIBBERINGLY	kip3 bqq0 ring2 lii2
GIBBERINGS	kip3 bqq0 ring2
GIBBERISH	kip3 bqq0 rich3
GIBBERMAN	kip3 bqq0 mxxn0
GIBBERS	kip3 bqq2
GIBBET	kip3 bet1
GIBBETED	kip3 bet3 thet1
GIBBETING	kip3 bet1 ting2
GIBBETS	kip3 bet1
GIBBETTED	kip3 bet3 thet1
GIBBING	kip3 bing2
GIBBINGS	kip3 bing2
GIBBON	kip3 b@n2
GIBBONS	kip3 b@n2
GIBBOSITIES	kip3 b@s3 si3 tii2
GIBBOSITY	kip3 b@s3 si3 tii2
GIBBOUS	kip3 bas2
GIBBOUSNESS	kip3 bas2 nees1
GIBE	caj3
GIBED	caj3
GIBER	caj3 bqq2
GIBERS	caj3 bqq2
GIBERSON	caj3 bqq0 san2
GIBERSONS	caj3 bqq0 san2
GIBES	caj3
GIBING	caj3 bing2
GIBINGLY	caj3 bing2 lii2
GIBLET	cip3 lit1
GIBLETS	cip3 lit1
GIBLETT	cip3 lit1
GIBLEY	cip3 lee2
GIBLIN	cip3 lin2
GIBLING	cip3 ling2
GIBLOCK	cip3 l@k3
GIBRALTA	cip3 r@l0 taa2
GIBRALTAR	cip3 r@l0 taa2
GIBRALTARIAN	cip3 r@l0 thxx0 riian2
GIBRALTARIANS	cip3 r@l0 thxx0 riian2
GIBRALTER	cip3 r@l0 tqq2
GIBUS	caj3 bas2
GIDDIER	kit3 di1 qq2
GIDDIES	kit3 dii2
GIDDIEST	kit3 dii0 ees1
GIDDILY	kit3 dil0 lii2
GIDDINESS	kit3 di1 nees1
GIDDING	kit3 ding2
GIDDINGS	kit3 ding2
GIDDINS	kit3 din2
GIDDY	kit3 dii2
GIDDYING	kit3 dii0 ing2
GIDDYS	kit3 dii2
GIFFEN	kif3 fen2
GIFFENS	kif3 fen2
GIFFNOCK	kif3 n@k3
GIFT	kif3 
GIFTED	kif3 thet1
GIFTEDLY	kif3 thet1 lii2
GIFTEDNESS	kif3 thet1 nees1
GIFTES	kif3 
GIFTING	kif3 ting2
GIFTINGS	kif3 ting2
GIFTLESS	kif3 lees1
GIFTRUST	kif3 thras3
GIFTS	kif3 
GIFTWARE	kif3 wxx0
GIFTWARES	kif3 wxx0
GIG	kik3
GIGANTE	caj0 kxxn0 thii2
GIGANTEAN	caj0 kxxn0 thiian2
GIGANTELOPE	caj0 kxxn0 thil0 loop1
GIGANTES	caj0 kxxn0 thii2
GIGANTESQUE	caj0 kxxn0 thees3
GIGANTI	caj0 kxxn0 tii2
GIGANTIC	caj0 kxxn0 tik1
GIGANTICA	caj0 kxxn0 thik3 kaa2
GIGANTICAL	caj0 kxxn0 thik3 khql2
GIGANTICALLY	caj0 kxxn0 thik3 khql2 lii2
GIGANTICIDAL	caj0 kxxn0 this3 saj0 dql2
GIGANTICIDE	caj0 kxxn0 this3 saj3
GIGANTICISM	caj0 kxxn0 this3 sis3 svm2
GIGANTICUM	caj0 kxxn0 thik3 kham2
GIGANTISM	caj0 kxxn0 this3 svm2
GIGANTISMS	caj0 kxxn0 this3 svm2
GIGANTO	caj0 kxxn0 too2
GIGANTOLOGICAL	caj0 kxxn0 too0 l@@0 ci1 khql2
GIGANTOR	caj0 kxxn0 tqq2
GIGER	kik3 kqq2
GIGGLE	kik3 kql2
GIGGLED	kik3 kql2
GIGGLER	kik3 klqq2
GIGGLERS	kik3 klqq2
GIGGLES	kik3 kql2
GIGGLIER	kik3 kli1 qq2
GIGGLIEST	kik3 kli1 ees1
GIGGLING	kik3 kling2
GIGGLINGLY	kik3 kling2 lii2
GIGGLY	kik3 khlii2
GIGLET	kik3 let1
GIGLETS	kik3 let1
GIGLEY	kik3 lee2
GIGOLO	cik3 ka1 loo2
GIGOLOS	cik3 ka1 loos2
GIGOT	cik3 kat1
GIGOTS	cik3 kat1
GIGS	kik3
GIGUE	kiik3
GIGUER	kiik3 kqq2
GIGUES	kiik3
GILBER	kil0 bqq2
GILBERD	kil0 bqqt1
GILBERSTON	kil0 bqq0 sa1 tan2
GILBERT	kil0 bqqt1
GILBERTA	kil0 bqq0 taa2
GILBERTAGE	kil0 bqq0 theec1
GILBERTIAN	kil0 bqq0 chiian2
GILBERTIE	kil0 bqq0 tii2
GILBERTINA	kil0 bqq0 ti1 naa2
GILBERTINE	kil0 bqq0 taaj0
GILBERTON	kil0 bqq0 tan2
GILBERTOS	kil0 bqq0 toos2
GILBERTS	kil0 bqqt1
GILBERTSON	kil0 bqqt1 san2
GILBREATH	kil0 breet3
GILBRIDE	kil0 braaj0
GILBROOK	kil0 bruuk3
GILBURN	kil0 bqqn0
GILBY	kil0 bii2
GILD	kil0
GILDA	kil0 daa2
GILDABLE	kil0 dee0 bql2
GILDAS	kil0 das3
GILDAY	kil0 dee0
GILDED	kil0
GILDEN	kil0 den2
GILDER	kil0 dqq2
GILDERS	kil0 dqq2
GILDERSLEEVE	kil0 dqq2 sa1 liif3 
GILDES	kil0
GILDFORD	kil0 f@@t1
GILDHALL	kil0 hoo0
GILDIN	kil0 din2
GILDING	kil0 ding2
GILDINGS	kil0 ding2
GILDON	kil0 d@n2
GILDRED	kil0 dret1
GILDS	kil0
GILDSMEN	kil0 sa1 men0
GILES	caaj0
GILFACH	kil0 fxk1
GILL	kil0
GILLAIN	cil0 leen0
GILLAN	cil0 lxn2
GILLAND	cil0 lxxn0
GILLANDER	cil0 lxxn0 dqq2
GILLANDERS	cil0 lxxn0 dqq2
GILLED	kil0
GILLELAND	cil0 lii2 lxxn0
GILLER	kil0 lqq2
GILLERMAN	kil0 lqq2 mxxn0
GILLERS	kil0 lqq2
GILLERY	kil0 lqq0 rii2
GILLES	kil0
GILLESPIE	kil0 sa1 paaj0
GILLHAM	cil0 hxxm0
GILLHOUSE	cil0 haw3
GILLIAM	cil0 liiam2
GILLIAMS	cil0 liiam2
GILLIAN	cil0 liian2
GILLIAND	cil0 liian2
GILLIANS	cil0 liian2
GILLIE	kil0 lii2
GILLIED	kil0 lii2
GILLIER	kil0 li1 qq2
GILLIES	kil0 lii2
GILLIESES	kil0 lii2
GILLIN	cil0 lin2
GILLING	cil0 ling2
GILLINGHAM	cil0 ling2 hxm0
GILLINGS	cil0 ling2
GILLINGTON	cil0 ling0 tan2
GILLINS	cil0 lin2
GILLION	cil0 liian2
GILLIONS	cil0 liian2
GILLMAN	cil0 mxxn0
GILLMANN	cil0 mxxn0
GILLMORE	cil0 m@@0
GILLNET	cil0 net1
GILLNETS	cil0 net1
GILLS	kil0
GILLSES	kil0 ses1
GILLSIDE	cil0 saj3
GILLSIDES	cil0 saj3
GILLSON	cil0 san2
GILLSTROM	kil0 sa1 tr@@m0
GILLYFLOWER	cil0 lii2 flaaw0 wqq2
GILLYFLOWERS	cil0 lii2 flaaw0 wqq2
GILT	kil3
GILTED	kil3 thet1
GILTON	kil0 tan2
GILTS	kil3
GIMBAL	cim0 bql2
GIMBALED	cim0 bql2
GIMBALING	cim0 bql0 ling2
GIMBALLED	cim0 bql2
GIMBALLING	cim0 bql0 ling2
GIMBALS	cim0 bql2
GIMBEL	cim0 bql2
GIMBELS	cim0 bql2
GIMBER	cim0 bqq2
GIMBLE	kim0 bql2
GIMBLES	kim0 bql2
GIMBLIN	kim0 blin2
GIMCRACK	kim0 khrxk3
GIMCRACKERY	kim0 khrxk3 kqq0 rii2
GIMCRACKS	kim0 khrxk3
GIMLET	kim0 let1
GIMLETED	kim0 let3 thet1
GIMLETING	kim0 let3 ting2
GIMLETS	kim0 let1
GIMLETT	kim0 let1
GIMMICK	kim0 mik1
GIMMICKED	kim0 mik1
GIMMICKING	kim0 mik3 king2
GIMMICKS	kim0 mik1
GIMMIES	kim0 mii2
GIMP	kim3
GIMPED	kim3
GIMPEL	kim0 phel0
GIMPER	kim0 pqq2
GIMPIER	kim0 pi1 qq2
GIMPIEST	kim0 pii0 ees1
GIMPILY	kim0 pil0 lii2
GIMPING	kim0 ping2
GIMPLE	kim0 pql2
GIMPS	kim3
GIMPY	kim0 pii2
GIN	cin0
GINA	cin0 naa2
GINES	kiin0
GINEST	kin0 nees1
GINESTRA	kin0 nees3 traa2
GINGER	cin0 cqq2
GINGERBEER	cin0 cqq2 biia0
GINGERBREAD	cin0 cqq2 breet3
GINGERBREADED	cin0 cqq2 breet3
GINGERBREADS	cin0 cqq2 brees3
GINGERBREADY	cin0 cqq2 breet3 dii2
GINGERED	cin0 cqq2
GINGERICK	cin0 cqq0 rik1
GINGERING	cin0 cqq0 ring2
GINGERISH	cin0 cqq2 rich3
GINGERLEAF	cin0 cqq2 liif3 
GINGERLY	cin0 cqq0 lii2
GINGEROUS	cin0 cqq0 rqqs2
GINGERS	cin0 cqq2
GINGERSNAP	cin0 cqq2 sa1 nxp3
GINGERSNAPS	cin0 cqq2 sa1 nxp3
GINGERY	cin0 cqq0 rii2
GINGHAM	cing0 hxm0
GINGHAMED	cing0 hxm0
GINGHAMS	cing0 hxm0
GINGIVAL	cin0 caj0 wql2
GINGKO	king0 koo2
GINGKOES	king0 koos2
GINGKOS	king0 koos2
GINGOLD	kin0 kool0
GINGRAS	kin0 kras3
GINGRASS	kin0 kraas3
GINGRASSES	kin0 kraas3 ses1
GINLESS	kin0 lees1
GINLEY	kin0 lee2
GINNED	cin0
GINNING	cin0 ning2
GINNINGS	cin0 ning2
GINS	cin0
GINSBERG	cin0 sa1 bqqk1
GINSBURG	cin0 sa1 bqqk1
GINSBURGH	cin0 sa1 bqqk1
GINSBURGS	cin0 sa1 bqqk1
GINSEN	cin0 sen2
GINSENG	cin0 seng0
GINSENGS	cin0 seng0
GINSKY	kin0 sa1 kaaj0
GINSTEAD	kin0 sa1 teet1
GINSTER	cin0 sa1 tqq2
GINTEL	kin0 thel0
GINTELL	kin0 thel0
GINTER	kin0 thqq2
GINTERS	kin0 thqq2
GINTING	kin0 ting2
GINTIS	kin0 tii2
GINTZ	kin0
GINYARD	kin0 jaat3
GIP	kip3
GIP	cip3
GIPPER	kip3 pqq2
GIPPERS	kip3 pqq2
GIPPING	kip3 ping2
GIPSER	cip3 sqq2
GIPSIES	cip3 sii2
GIPSON	kip3 san2
GIPSY	cip3 sii0
GIPSYING	cip3 sii0 ing2
GIPSYINGS	cip3 sii0 ing2
GIRAFFE	cii0 raaf3 
GIRAFFES	cii0 raaf3 
GIRANDOLE	cqq0 ran0 dool0
GIRANDOLES	cqq0 ran0 dool0
GIRD	kqqt1
GIRDED	kqqt1
GIRDER	kqqt3 dqq2
GIRDERED	kqqt3 dqq2
GIRDERS	kqqt3 dqq2
GIRDING	kqqt3 ding2
GIRDINGLY	kqqt3 ding2 lii2
GIRDLE	kqqt3 dql2
GIRDLED	kqqt3 dql2
GIRDLER	kqqt3 dql0 lqq2
GIRDLERS	kqqt3 dql0 lqq2
GIRDLES	kqqt3 dql2
GIRDLEY	kqqt3 lee2
GIRDLING	kqqt3 ling2
GIRDLINGLY	kqqt3 ling2 lii2
GIRDS	kqqs1
GIRL	kqql2
GIRLEST	kqql0 lees3
GIRLFRIED	kqql0 fraaj0
GIRLFRIEND	kqql0 freen0
GIRLFRIENDLY	kqql0 freen0 lii2
GIRLFRIENDS	kqql0 freen0
GIRLHOOD	kqql0 huut3
GIRLHOODS	kqql0 huus3
GIRLIEST	kqql0 li3 ees1
GIRLING	kqql0 ling2
GIRLINGS	kqql0 ling2
GIRLISH	kqql0 lich3
GIRLISHLY	kqql0 lich3 lii2
GIRLISHNESS	kqql0 lich3 nees1
GIRLS	kqql2
GIRO	caj0 roo0
GIROBANK	caj0 roo0 bxng3
GIROD	caj0 r@t3
GIROLAMA	caj0 r@l0 laa0 maa2
GIROLAMI	caj0 r@l0 laa0 mii2
GIRONDIN	ci1 r@n0 din2
GIRONDINS	ci1 r@n0 din2
GIRONDISM	ci1 r@n0 dis3 svm2
GIRONDIST	ci1 r@n0 dis3
GIRONDISTS	ci1 r@n0 dis3
GIRONDO	ci1 r@n0 doo2
GIROS	caj0 roos2
GIROZENTRAL	caj0 r@@s3 sen0 thral0
GIROZENTRALE	caj0 r@@s3 sen0 thral0
GIROZENTRATE	caj0 r@@s3 sen0 threet1
GIRT	kqqt3
GIRTED	kqqt3 thet1
GIRTH	kqqt3
GIRTHED	kqqt3
GIRTHING	kqqt3 ting2
GIRTHS	kqqt3
GIRTING	kqqt3 ting2
GIRTMAN	kqqt3 mxxn0
GIRTS	kqqs3
GIRVAN	kqq0 wxxn0
GIST	cis3
GISTICS	cis3 tik1
GISTS	cis3
GITTERN	kit3 thqqn0
GITTERNS	kit3 thqqn0
GIVABLE	kiif3 wee0 bql2
GIVE	kiif3 
GIVEABLE	kiif3 wee0 bql2
GIVEAWAY	kiif3 a1 wee0
GIVEAWAYS	kiif3 a1 wee0
GIVEBACK	kiif3 bxk3
GIVEBACKS	kiif3 bxk3
GIVEING	kiif3 wing2
GIVEN	kiif3 wen2
GIVENNESS	kiif3 wen2 nees1
GIVENS	kiif3 wen2
GIVER	kiif3 wqq2
GIVERS	kiif3 wqq2
GIVERSON	kiif3 wqq0 san2
GIVES	kiif3 
GIVING	kiif3 wing2
GIVINGLY	kiif3 wing2 lii2
GIVINGS	kiif3 wing2
GIVINS	kiif3 win2
GIZZARD	kis3 saat1
GIZZARDS	kis3 saat1
GLACE	klee0 see2
GLACED	klee0 seet2
GLACEING	klee0 see0 ing2
GLACES	klee0 sees1
GLACIAL	klee0 siial0
GLACIALISM	klee0 siial0 lis3 svm2
GLACIALS	klee0 siial0
GLACIATION	klee0 si1 ee0 chan0
GLACIATIONS	klee0 si1 ee0 chan0
GLACIER	klee0 siia0
GLACIERED	klee0 siiat2
GLACIERED	klee0 siiat2
GLACIERS	klee0 siias2
GLACIS	klee0 ses1
GLACISES	klee0 sis3 ses1
GLAD	klxxt3
GLADBACH	klxxt3 bxk3
GLADDEN	klxxt3 den2
GLADDENED	klxxt3 den2
GLADDENING	klxxt3 den0 ning2
GLADDENS	klxxt3 den2
GLADDER	klxxt3 dqq2
GLADDEST	klxxt3 dees1
GLADDING	klxxt3 ding2
GLADE	kleet1
GLADED	kleet1
GLADELIKE	kleet1 laj3
GLADEN	klee0 den2
GLADER	klxxt3 dqq2
GLADES	kleet1
GLADFELDER	klxxt3 fel0 dqq2
GLADFELTER	klxxt3 fel0 tqq2
GLADHILL	klxxt3 hil0
GLADHOUSE	klxxt3 haw3
GLADIATE	klxx0 dii0 eet1
GLADIATOR	klxx0 dii0 ee0 tqq2
GLADIATORIAL	klxx0 dii0 ee0 t@@0 riial0
GLADIATORS	klxx0 dii0 ee0 tqq2
GLADIATORSHIP	klxx0 dii0 ee0 tqq2 chip3
GLADICS	klxx0 dik1
GLADING	klxxt3 ding2
GLADIO	klxx0 dii0 oo2
GLADIOLAR	klxx0 dii0 @@0 laa2
GLADIOLAS	klxx0 dii0 @@0 las3
GLADIOLE	klxx0 dii0 oo0
GLADIOLI	klxx0 dii0 @@0 laj0
GLADIOLUS	klxx0 dii0 @@0 las2
GLADIOLUSES	klxx0 dii0 @@0 las3 ses1
GLADISH	klxxt3 dich1
GLADLY	klxxt3 lii2
GLADMAN	klxxt3 mxxn0
GLADNESS	klxxt3 nees1
GLADNESSES	klxxt3 nees1 ses1
GLADS	klxxt3
GLADSOME	klxxt3 sam2
GLADSOMELY	klxxt3 sam0 lii2
GLADSOMENESS	klxxt3 sam2 nees1
GLADSON	klxxt3 san2
GLADSTEIN	klxxt3 taaj0
GLADSTON	klxxt3 tan2
GLADSTONE	klxxt3 toon0
GLADSTONES	klxxt3 toon0
GLADSTONIAN	klxxt3 too0 niian2
GLADSTONIANISM	klxxt3 too0 niian2 nis3 svm2
GLADSTONIANS	klxxt3 too0 niian2
GLADWELL	klxxt3 wel0
GLADWIN	klxxt3 win2
GLADYS	klxxt3 dii2
GLAGGING	klxk3 king2
GLAGOLITIC	klxk3 k@l0 li3 thik1
GLAGSTONES	klxk3 toon0
GLAIR	klxx0
GLAIREOUS	klxx0 riias2
GLAIRY	klxx0 rii2
GLAIVE	kleef3 
GLAIVED	kleef3 
GLAIVES	kleef3 
GLAMORGAN	klxm0 m@@0 kxn2
GLAMORING	klxxm0 mqq0 ring2
GLAMORISATION	klxxm0 mqq0 raj3 see0 chan0
GLAMORISE	klxxm0 mqq0 raj3
GLAMORISED	klxxm0 mqq0 raj3
GLAMORISES	klxxm0 mqq0 raj3 ses1
GLAMORISING	klxxm0 mqq0 raj3 sing2
GLAMORIZATION	klxxm0 mqq0 raj3 see0 chan0
GLAMORIZATIONS	klxxm0 mqq0 raj3 see0 chan0
GLAMORIZE	klxxm0 mqq0 raj3
GLAMORIZED	klxxm0 mqq0 raj3
GLAMORIZER	klxxm0 mqq0 raj3 sqq2
GLAMORIZERS	klxxm0 mqq0 raj3 sqq2
GLAMORIZERS	klxxm0 mqq0 raj3 sqq2
GLAMORIZES	klxxm0 mqq0 raj0 ses1
GLAMORIZING	klxxm0 mqq0 raj3 sing2
GLAMOROUS	klxxm0 mqq0 rqqs2
GLAMOROUSLY	klxxm0 mqq0 ras3 lii2
GLAMOROUSNESS	klxxm0 mqq0 ras3 nees1
GLAMOUR	klxxm0 mqq2
GLAMOURED	klxxm0 mqq2
GLAMOURING	klxxm0 mqq0 ring2
GLAMOURS	klxxm0 mqq2
GLANCE	klxxn3
GLANCED	klxxn3
GLANCER	klxxn3 sqq2
GLANCES	klxxn3 ses1
GLANCING	klxxn3 sing2
GLANCINGLY	klxxn3 sing2 lii2
GLAND	klxxn0
GLANDA	klxxn0 daa2
GLANDED	klxxn0 det1
GLANDER	klxxn0 dqq2
GLANDERED	klxxn0 dqqt1
GLANDEROUS	klxxn0 dqq0 ras3
GLANDERS	klxxn0 dqq2
GLANDES	klxxn0
GLANDIFEROUS	klxxn0 dif3 fqq0 ras3
GLANDIN	klxxn0 din2
GLANDLESS	klxxn0 lees1
GLANDLIKE	klxxn0 laj3
GLANDON	klxxn0 d@n2
GLANDORE	klxxn0 d@@0
GLANDS	klxxn0
GLANDULAR	klxxn0 dul0 laa2
GLANDULARLY	klxxn0 dul0 laa0 lii2
GLANDULAS	klxxn0 dul0 las3
GLANDULE	klxxn0 duul0
GLANDULOSE	klxxn0 dul0 loos3
GLANDULOSITY	klxxn0 dul0 loo0 si3 tii2
GLANDULOUS	klxxn0 dul0 las3
GLANDULOUSNESS	klxxn0 dul0 las3 nees1
GLARE	klxx0
GLARED	klxx0
GLARES	klxx0
GLARING	klxx0 ring2
GLARINGLY	klxx0 ring2 lii2
GLARINGNESS	klxx0 ring2 nees1
GLASCO	klxs3 khoo2
GLASCOED	klxs3 khoot2
GLASES	klxxs3 ses1
GLASGOW	klxs3 koo0
GLASGOWING	klxs3 koo0 ing2
GLASGOWS	klxs3 koos2
GLASIER	klee0 siia0
GLASKIN	klxs3 kin2
GLASMAN	klxs3 mxxn0
GLASMANN	klxs3 mxxn0
GLASS	klaas3
GLASSBERG	klaas3 bqqk1
GLASSBLOWER	klaas3 bloo0 wqq2
GLASSBLOWERS	klaas3 bloo0 wqq2
GLASSBLOWING	klaas3 bloo0 wing2
GLASSBURN	klaas3 bqqn0
GLASSCOCK	klaas3 kh@k3
GLASSED	klaas3
GLASSELL	klaas3 sel0
GLASSER	klaas3 sqq2
GLASSES	klaas3 ses1
GLASSFORD	klaas3 f@@t1
GLASSFUL	klaas3 fuul0
GLASSFULS	klaas3 fuul0
GLASSHOPPER	klaas3 h@p3 pqq2
GLASSHOUSE	klaas3 haw3
GLASSHOUSES	klaas3 haw3 ses1
GLASSIER	klaas3 si1 qq2
GLASSIEST	klaas3 sii0 ees1
GLASSING	klaas3 sing2
GLASSLESS	klaas3 lees1
GLASSLIKE	klaas3 laj3
GLASSMAKER	klaas3 meek3 kqq2
GLASSMAKERS	klaas3 meek3 kqq2
GLASSMAKING	klaas3 meek3 king2
GLASSMAN	klaas3 mxxn0
GLASSMANN	klaas3 mxxn0
GLASSMEN	klaas3 men0
GLASSWARE	klaas3 wxx0
GLASSWORK	klaas3 wqqk3
GLASSWORKER	klaas3 wqqk3 kqq2
GLASSWORKERS	klaas3 wqqk3 kqq2
GLASSWORKING	klaas3 wqqk3 king2
GLASSWORKS	klaas3 wqqk3
GLASSWORT	klaas3 wqqt3
GLASSY	klaas3 sii2
GLASTO	klxs3 too2
GLASTONBURY	klxs3 t@n2 biw0 rii2
GLASTRE	klxs3 tqq2
GLASTRON	klxs3 tr@n2
GLASWEGIAN	klxs3 wii0 ciian2
GLASWEGIANS	klxs3 wii0 ciian2
GLAUCOMA	kloo0 khoo0 maa2
GLAUCOMAS	kloo0 khoo0 maas2
GLAUCOMATOUS	kloo0 khoo0 maa0 thas3
GLAUCOUS	kloo0 khas3
GLAUCOUSLY	kloo0 khas3 lii2
GLAZE	klees3
GLAZEBROOK	klees3 bruuk3
GLAZED	klees3
GLAZER	klees3 sqq2
GLAZERS	klees3 sqq2
GLAZES	klees3 ses1
GLAZIER	klees3 siia0
GLAZIERS	klees3 siias2
GLAZILY	klees3 sil0 lii2
GLAZINESS	klees3 si1 nees1
GLAZING	klees3 sing2
GLAZINGLY	klees3 sing2 lii2
GLAZINGS	klees3 sing2
GLAZY	klees3 sii2
GLEAM	kliim0
GLEAMED	kliim0
GLEAMER	kliim0 mqq2
GLEAMIEST	kliim0 mi3 ees1
GLEAMILY	kliim0 mil0 lii2
GLEAMING	kliim0 ming2
GLEAMINGLY	kliim0 ming0 lii2
GLEAMS	kliim0
GLEAMY	kliim0 mii2
GLEAN	kliin0
GLEANABLE	kliin0 nee0 bql2
GLEANED	kliin0
GLEANER	kliin0 nqq2
GLEANERS	kliin0 nqq2
GLEANING	kliin0 ning2
GLEANINGS	kliin0 ning2
GLEANS	kliin0
GLEAVE	kliif3 
GLEAVES	kliif3 
GLEBE	kliip3
GLEBER	kliip3 bqq2
GLEBERMAN	kliip3 bqq2 mxxn0
GLEBES	kliip3
GLEE	klii0
GLEEFUL	klii0 fuul0
GLEEFULLY	klii0 ful0 lii2
GLEEFULNESS	kliif3 ful0 nees1
GLEEMAN	klii0 mxxn0
GLEEMANS	klii0 mxxn0
GLEEMEN	klii0 men0
GLEES	klii2
GLEESOME	klii0 sam2
GLEESON	klii0 san2
GLEN	klen0
GLENBRIDGE	klen0 bric1
GLENBRITTLE	klen0 brit3 thql2
GLENBROOK	klen0 bruuk3
GLENDA	klen0 daa2
GLENDAL	klen0 dql2
GLENDALE	klen0 del0
GLENDALL	klen0 d@l0
GLENDANIEL	klen0 daa0 niial0
GLENDAY	klen0 dee0
GLENDEAN	klen0 diin0
GLENDEE	klen0 dii0
GLENDELL	klen0 del0
GLENDEN	klen0 den2
GLENDENIN	klen0 den0 nin0
GLENDENING	klen0 den0 ning2
GLENDENNING	klen0 den0 ning2
GLENDICK	klen0 dik3
GLENDINE	klen0 daaj0
GLENDINNING	klen0 din0 ning2
GLENDIVE	klen0 daj3
GLENDO	klen0 doo2
GLENDON	klen0 d@n2
GLENDOR	klen0 dqq2
GLENDORA	klen0 d@@0 raa2
GLENEAGLES	klen0 ee0 kql2
GLENFED	klen0 fet1
GLENFIELD	klen0 fiil0
GLENFORD	klen0 f@@t1
GLENGARRIES	klen0 kxx0 rii2
GLENGARRY	klen0 kxx0 rii2
GLENGARRYS	klen0 kxx0 rii2
GLENICE	klen0 naj3
GLENMAN	klen0 mxxn0
GLENMAR	klen0 maa0
GLENMORA	klen0 m@@0 raa2
GLENMORE	klen0 m@@0
GLENMORGAN	klen0 m@@0 kxxn0
GLENMORISTON	klen0 m@@0 ris3 tan2
GLENNICK	klen0 nik3
GLENNING	klen0 ning2
GLENNON	klen0 n@n2
GLENNY	klen0 nii2
GLENRIDGE	klen0 ric1
GLENRIG	klen0 rik1
GLENROE	klen0 roo0
GLENROSE	klen0 roos3
GLENROTHES	klen0 r@t3 this1
GLENS	klen0
GLENSKI	klen0 sa1 kii2
GLENSTONE	klen0 sa1 toon0
GLENTANA	klen0 thaa0 naa2
GLENTIES	klen0 taaj0
GLENTON	klen0 tan2
GLENTREE	klen0 thrii0
GLENTWORTH	klen0 wqqt3
GLENVIEW	klen0 wiw0
GLENVIL	klen0 wil0
GLENVILLE	klen0 wil0
GLENVILLES	klen0 wil0
GLENWOOD	klen0 wuut3
GLENWORTHY	klen0 wqqt3 dii2
GLIB	klip3
GLIBBER	klip3 bqq2
GLIBBEST	klip3 bees3
GLIBLY	klip3 lii2
GLIBNESS	klip3 nees1
GLIDE	klaaj0
GLIDED	klaaj0 det1
GLIDER	klaaj0 dqq2
GLIDERS	klaaj0 dqq2
GLIDES	klaaj3
GLIDEWELL	klaaj0 wel0
GLIDING	klaaj0 ding2
GLIDINGLY	klaaj0 ding2 lii2
GLIMMER	klim0 mqq2
GLIMMERED	klim0 mqq2
GLIMMERING	klim0 mqq0 ring2
GLIMMERINGLY	klim0 mqq0 ring2 lii2
